wlan.frag,wlan.bssid,wlan.fc.subtype,wlan.duration,wlan.ta,wlan.fc.type,wlan.sa,frame.len,data.len,timestamp_c,wlan.ra,frame.number,wlan.da,class,wlan.seq
0,0,12,60,0,2,0,26,0,39495.75373,1,416,1,benign,0
0,0,8,44,1,2,1,230,168,39495.77016,0,418,0,benign,194
0,0,12,60,0,2,0,26,0,39495.85618,1,420,1,benign,0
0,0,8,44,1,2,1,231,169,39495.87226,0,422,0,benign,195
0,0,12,60,0,2,0,26,0,39499.3377,1,457,1,benign,0
0,0,8,44,1,2,1,231,169,39499.34006,0,459,0,benign,235
0,0,8,44,0,2,0,86,0,39499.39401,1,461,1,benign,234
0,0,12,60,0,2,0,26,0,39499.4399,1,463,1,benign,0
0,0,8,44,1,2,1,228,166,39499.44198,0,465,0,benign,236
0,0,8,44,1,2,1,74,12,39499.44211,0,467,0,benign,237
0,0,8,44,1,2,1,230,168,39502.85942,0,531,0,benign,277
0,0,8,44,1,2,1,230,168,39502.91015,0,533,0,benign,278
0,0,12,60,0,2,0,26,0,39502.92148,1,535,1,benign,0
0,0,8,44,1,2,1,229,167,39503.01209,0,537,0,benign,279
0,0,12,60,0,2,0,26,0,39503.02393,1,539,1,benign,0
0,0,8,44,1,2,1,235,173,39506.48114,0,572,0,benign,320
0,0,12,60,0,2,0,26,0,39506.50537,1,574,1,benign,0
0,0,8,44,1,2,1,234,172,39506.58318,0,576,0,benign,321
0,0,8,44,0,2,0,86,0,39506.58385,1,578,1,benign,253
0,0,12,60,0,2,0,26,0,39506.60777,1,580,1,benign,0
0,0,12,60,0,2,0,26,0,39509.98702,1,614,1,benign,0
0,0,8,44,1,2,1,228,166,39509.99951,0,616,0,benign,362
0,0,8,44,0,2,0,86,0,39510.00576,1,618,1,benign,266
0,0,12,60,0,2,0,26,0,39510.08964,1,620,1,benign,0
0,0,8,44,1,2,1,229,167,39510.10161,0,622,0,benign,363
0,0,12,60,0,2,0,26,0,39510.19195,1,624,1,benign,0
0,0,8,44,1,2,1,227,165,39510.20393,0,626,0,benign,364
0,0,8,44,1,2,1,75,13,39510.20416,0,628,0,benign,365
0,0,8,44,0,2,0,86,0,39510.23524,1,630,1,benign,267
0,0,8,44,1,2,1,228,166,39513.57088,0,658,0,benign,406
0,0,8,44,1,2,1,228,166,39513.57126,0,659,0,benign,406
0,0,8,44,1,2,1,228,166,39513.57163,0,660,0,benign,406
0,0,8,44,1,2,1,228,166,39513.57196,0,661,0,benign,406
0,0,8,44,1,2,1,228,166,39513.57231,0,662,0,benign,406
0,0,8,44,1,2,1,228,166,39513.57266,0,663,0,benign,406
0,0,8,320,1,2,1,228,166,39513.57503,0,664,0,benign,406
0,0,8,320,1,2,1,228,166,39513.57741,0,665,0,benign,406
0,0,8,44,0,2,0,86,0,39513.59441,1,669,1,benign,279
0,0,8,44,1,2,1,226,164,39513.67352,0,671,0,benign,407
0,0,12,60,0,2,0,26,0,39513.67354,1,673,1,benign,0
0,0,8,44,1,2,1,232,170,39513.77568,0,675,0,benign,408
0,0,12,60,0,2,0,26,0,39513.77584,1,677,1,benign,0
0,0,12,60,0,2,0,26,0,39517.15483,1,710,1,benign,0
0,0,8,44,1,2,1,234,172,39517.19243,0,712,0,benign,447
0,0,8,44,1,2,1,75,13,39517.2431,0,714,0,benign,448
0,0,8,44,1,2,1,233,171,39517.24337,0,716,0,benign,449
0,0,12,60,0,2,0,26,0,39517.25723,1,718,1,benign,0
0,0,8,44,1,2,1,234,172,39517.34544,0,720,0,benign,450
0,0,12,60,0,2,0,26,0,39517.35971,1,722,1,benign,0
0,0,8,44,1,2,1,227,165,39520.71104,0,758,0,benign,489
0,0,12,60,0,2,0,26,0,39520.73948,1,760,1,benign,0
0,0,8,44,1,2,1,229,167,39520.81345,0,762,0,benign,490
0,0,12,60,0,2,0,26,0,39520.84122,1,763,1,benign,0
0,0,8,44,1,2,1,228,166,39520.91527,0,765,0,benign,491
0,0,12,60,0,2,0,26,0,39520.94398,1,767,1,benign,0
0,0,8,320,1,2,1,230,168,39523.72542,0,823,0,benign,527
0,0,8,320,1,2,1,230,168,39523.72781,0,824,0,benign,527
0,0,8,320,1,2,1,230,168,39523.7302,0,825,0,benign,527
0,0,12,60,0,2,0,26,0,39524.32296,1,829,1,benign,0
0,0,8,44,1,2,1,64,2,39524.38536,0,831,0,benign,535
0,0,8,44,1,2,1,228,166,39524.3855,0,833,0,benign,536
0,0,12,60,0,2,0,26,0,39524.42536,1,835,1,benign,0
0,0,8,320,1,2,1,231,169,39525.00217,0,841,0,benign,542
0,0,8,320,1,2,1,231,169,39525.0046,0,842,0,benign,542
0,0,8,44,1,2,1,226,164,39527.85282,0,855,0,benign,577
0,0,8,44,1,2,1,228,166,39527.90415,0,857,0,benign,578
0,0,12,60,0,2,0,26,0,39527.90673,1,859,1,benign,0
0,0,12,60,0,2,0,26,0,39528.0094,1,861,1,benign,0
0,0,8,44,1,2,1,229,167,39531.47413,0,886,0,benign,620
0,0,8,44,1,2,1,229,167,39531.47415,0,887,0,benign,620
0,0,12,60,0,2,0,26,0,39531.49065,1,889,1,benign,0
0,0,8,44,1,2,1,229,167,39531.57608,0,891,0,benign,621
0,0,8,44,1,2,1,232,170,39535.14668,0,921,0,benign,662
0,0,12,60,0,2,0,26,0,39535.17702,1,923,1,benign,0
0,0,8,44,1,2,1,231,169,39535.19768,0,925,0,benign,663
0,0,12,60,0,2,0,26,0,39538.55622,1,936,1,benign,0
0,0,12,60,0,2,0,26,0,39538.65857,1,938,1,benign,0
0,0,8,44,1,2,1,238,176,39538.66516,0,940,0,benign,705
0,0,12,60,0,2,0,26,0,39538.76122,1,942,1,benign,0
0,0,8,44,1,2,1,236,174,39538.76714,0,944,0,benign,706
0,0,12,60,0,2,0,26,0,39542.17008,1,964,1,benign,0
0,0,8,44,1,2,1,232,170,39542.18629,0,966,0,benign,745
0,0,8,44,0,2,0,86,0,39542.24034,1,968,1,benign,349
0,0,12,60,0,2,0,26,0,39542.24253,1,970,1,benign,0
0,0,12,60,0,2,0,26,0,39542.25991,1,972,1,benign,0
0,0,12,60,0,2,0,26,0,39542.30966,1,974,1,benign,0
0,0,8,44,1,2,1,75,13,39542.33892,0,975,0,benign,747
0,0,8,44,1,2,1,64,2,39542.3396,0,977,0,benign,748
0,0,12,60,0,2,0,26,0,39542.34499,1,979,1,benign,0
0,0,8,44,1,2,1,234,172,39545.70476,0,1002,0,benign,786
0,0,12,60,0,2,0,26,0,39545.72409,1,1004,1,benign,0
0,0,8,44,1,2,1,234,172,39545.80709,0,1006,0,benign,787
0,0,12,60,0,2,0,26,0,39545.82648,1,1008,1,benign,0
0,0,8,44,1,2,1,234,172,39545.90906,0,1010,0,benign,788
0,0,12,60,0,2,0,26,0,39549.30802,1,1053,1,benign,0
0,0,8,44,1,2,1,231,169,39549.32691,0,1055,0,benign,829
0,0,8,44,1,2,1,75,13,39549.32712,0,1057,0,benign,830
0,0,12,60,0,2,0,26,0,39549.41409,1,1059,1,benign,0
0,0,8,44,1,2,1,232,170,39549.42889,0,1061,0,benign,831
0,0,8,44,1,2,1,74,12,39549.42905,0,1063,0,benign,832
0,0,8,44,0,2,0,86,0,39549.44918,1,1065,1,benign,375
0,0,12,60,0,2,0,26,0,39549.51284,1,1067,1,benign,0
0,0,8,44,1,2,1,235,173,39552.84653,0,1079,0,benign,871
0,0,12,60,0,2,0,26,0,39552.89219,1,1081,1,benign,0
0,0,8,44,1,2,1,237,175,39552.94859,0,1083,0,benign,872
0,0,12,60,0,2,0,26,0,39552.99462,1,1085,1,benign,0
0,0,8,44,0,2,0,86,0,39553.03249,1,1087,1,benign,384
0,0,8,44,1,2,1,235,173,39553.05061,0,1089,0,benign,873
0,0,8,44,1,2,1,232,170,39556.46814,0,1126,0,benign,914
0,0,12,60,0,2,0,26,0,39556.47593,1,1128,1,benign,0
0,0,8,44,1,2,1,230,168,39556.57053,0,1130,0,benign,915
0,0,12,60,0,2,0,26,0,39556.57829,1,1132,1,benign,0
0,0,8,44,1,2,1,236,174,39559.98715,0,1165,0,benign,957
0,0,8,44,1,2,1,236,174,39559.98741,0,1166,0,benign,957
0,0,8,44,1,2,1,236,174,39559.98804,0,1167,0,benign,957
0,0,8,44,1,2,1,236,174,39559.98861,0,1168,0,benign,957
0,0,12,60,0,2,0,26,0,39560.06022,1,1170,1,benign,0
0,0,8,44,1,2,1,236,174,39560.08909,0,1172,0,benign,958
0,0,8,44,1,2,1,236,174,39560.0894,0,1173,0,benign,958
0,0,8,44,1,2,1,236,174,39560.08975,0,1174,0,benign,958
0,0,8,44,1,2,1,236,174,39560.09017,0,1175,0,benign,958
0,0,8,44,1,2,1,236,174,39560.09059,0,1176,0,benign,958
0,0,12,60,0,2,0,26,0,39560.16249,1,1178,1,benign,0
0,0,8,44,1,2,1,236,174,39560.1912,0,1180,0,benign,959
0,0,8,44,1,2,1,236,174,39560.19152,0,1181,0,benign,959
0,0,8,44,1,2,1,236,174,39560.19185,0,1182,0,benign,959
0,0,8,44,1,2,1,238,176,39563.6082,0,1215,0,benign,1000
0,0,12,60,0,2,0,26,0,39563.6438,1,1217,1,benign,0
0,0,8,44,1,2,1,238,176,39563.71035,0,1219,0,benign,1001
0,0,12,60,0,2,0,26,0,39563.74621,1,1221,1,benign,0
0,0,12,60,0,2,0,26,0,39567.12536,1,1235,1,benign,0
0,0,8,44,1,2,1,238,176,39567.12778,0,1237,0,benign,1039
0,0,12,60,0,2,0,26,0,39567.22801,1,1239,1,benign,0
0,0,8,44,1,2,1,238,176,39567.2298,0,1241,0,benign,1040
0,0,8,44,0,2,0,86,0,39567.27559,1,1243,1,benign,409
0,0,12,60,0,2,0,26,0,39567.33032,1,1245,1,benign,0
0,0,8,44,1,2,1,238,176,39567.3318,0,1247,0,benign,1041
0,0,12,60,0,2,0,26,0,39570.70932,1,1276,1,benign,0
0,0,8,44,1,2,1,242,180,39570.74897,0,1278,0,benign,1081
0,0,12,60,0,2,0,26,0,39570.81172,1,1280,1,benign,0
0,0,8,44,1,2,1,238,176,39570.85099,0,1282,0,benign,1082
0,0,4,0,1,2,1,24,0,39588.16696,1,173,1,benign,10
0,0,8,0,1,0,1,104,0,39590.31304,4,262,4,benign,50
0,0,5,320,1,0,1,98,0,39603.97242,3,423,3,benign,185
0,0,5,320,1,0,1,98,0,39603.97704,3,425,3,benign,186
0,0,5,320,1,0,1,98,0,39625.40784,3,700,3,benign,403
0,0,5,320,1,0,1,98,0,39625.41054,3,701,3,benign,403
0,0,5,320,1,0,1,98,0,39626.23139,2,705,2,benign,413
0,0,5,320,1,0,1,98,0,39626.23268,2,706,2,benign,413
0,0,5,320,1,0,1,98,0,39626.23406,2,707,2,benign,413
0,0,8,44,0,2,0,86,0,39629.59578,1,718,1,benign,40
0,0,12,60,0,2,0,26,0,39629.73563,1,720,1,benign,0
0,0,8,44,0,2,0,86,0,39629.81132,1,721,1,benign,41
0,0,8,44,1,2,1,75,13,39633.16183,0,730,0,benign,24
0,0,8,44,1,2,1,226,164,39633.21304,0,732,0,benign,25
0,0,12,60,0,2,0,26,0,39633.21712,1,734,1,benign,0
0,0,8,44,1,2,1,226,164,39633.31507,0,736,0,benign,26
0,0,12,60,0,2,0,26,0,39633.31948,1,738,1,benign,0
0,0,8,44,1,2,1,227,165,39636.73204,0,758,0,benign,66
0,0,12,60,0,2,0,26,0,39636.80132,1,760,1,benign,0
0,0,8,44,1,2,1,227,165,39636.83403,0,762,0,benign,67
0,0,12,60,0,2,0,26,0,39636.90362,1,764,1,benign,0
0,0,8,44,1,2,1,228,166,39636.93591,0,765,0,benign,68
0,0,8,44,1,2,1,226,164,39640.30249,0,819,0,benign,108
0,0,8,44,1,2,1,226,164,39640.30275,0,820,0,benign,108
0,0,8,44,1,2,1,226,164,39640.30309,0,821,0,benign,108
0,0,8,44,1,2,1,227,165,39640.4045,0,823,0,benign,109
0,0,12,60,0,2,0,26,0,39640.48766,1,825,1,benign,0
0,0,8,44,1,2,1,225,163,39640.50665,0,827,0,benign,110
0,0,12,60,0,2,0,26,0,39643.86655,1,853,1,benign,0
0,0,8,44,1,2,1,228,166,39643.92378,0,855,0,benign,151
0,0,12,60,0,2,0,26,0,39643.96895,1,857,1,benign,0
0,0,8,44,1,2,1,228,166,39644.02585,0,859,0,benign,152
0,0,8,44,1,2,1,228,166,39644.02586,0,860,0,benign,152
0,0,8,44,1,2,1,228,166,39644.02606,0,861,0,benign,152
0,0,8,44,1,2,1,228,166,39644.02841,0,862,0,benign,152
0,0,8,44,1,2,1,228,166,39644.02897,0,863,0,benign,152
0,0,8,44,1,2,1,228,166,39644.02935,0,864,0,benign,152
0,0,8,320,1,2,1,228,166,39644.03196,0,865,0,benign,152
0,0,8,320,1,2,1,228,166,39644.03434,0,866,0,benign,152
0,0,8,320,1,2,1,228,166,39644.03678,0,867,0,benign,152
0,0,8,320,1,2,1,228,166,39644.0392,0,868,0,benign,152
0,0,8,320,1,2,1,228,166,39644.04158,0,869,0,benign,152
0,0,8,320,1,2,1,228,166,39644.04395,0,870,0,benign,152
0,0,8,320,1,2,1,228,166,39644.04633,0,871,0,benign,152
0,0,12,60,0,2,0,26,0,39644.07135,1,873,1,benign,0
0,0,12,60,0,2,0,26,0,39647.4505,1,898,1,benign,0
0,0,8,44,1,2,1,227,165,39647.49361,0,900,0,benign,192
0,0,12,60,0,2,0,26,0,39647.55297,1,902,1,benign,0
0,0,8,44,1,2,1,228,166,39647.59575,0,904,0,benign,193
0,0,12,60,0,2,0,26,0,39647.6553,1,906,1,benign,0
0,0,8,44,0,2,0,86,0,39650.992,1,943,1,benign,226
0,0,12,60,0,2,0,26,0,39651.03446,1,945,1,benign,0
0,0,8,44,1,2,1,234,172,39651.06351,0,947,0,benign,232
0,0,8,44,1,2,1,234,172,39651.06384,0,948,0,benign,232
0,0,8,44,1,2,1,234,172,39651.06419,0,949,0,benign,232
0,0,8,44,1,2,1,234,172,39651.06465,0,950,0,benign,232
0,0,8,44,1,2,1,234,172,39651.06525,0,951,0,benign,232
0,0,8,320,1,2,1,234,172,39651.06796,0,952,0,benign,232
0,0,8,320,1,2,1,234,172,39651.07035,0,953,0,benign,232
0,0,8,320,1,2,1,234,172,39651.07273,0,954,0,benign,232
0,0,8,320,1,2,1,234,172,39651.07519,0,955,0,benign,232
0,0,8,320,1,2,1,234,172,39651.07768,0,956,0,benign,232
0,0,8,320,1,2,1,234,172,39651.0801,0,957,0,benign,232
0,0,8,320,1,2,1,234,172,39651.08247,0,958,0,benign,232
0,0,8,320,1,2,1,234,172,39651.08491,0,959,0,benign,232
0,0,12,60,0,2,0,26,0,39651.13761,1,961,1,benign,0
0,0,8,44,1,2,1,232,170,39651.1661,0,963,0,benign,234
0,0,8,44,0,2,0,86,0,39651.19652,1,965,1,benign,227
0,0,8,44,0,2,0,86,0,39651.19753,1,966,1,benign,227
0,0,8,44,1,2,1,75,13,39651.21594,0,968,0,benign,235
0,0,12,60,0,2,0,26,0,39651.23927,1,970,1,benign,0
0,0,8,44,1,2,1,228,166,39654.58191,0,1003,0,benign,276
0,0,8,44,1,2,1,228,166,39654.58218,0,1004,0,benign,276
0,0,12,60,0,2,0,26,0,39654.61865,1,1006,1,benign,0
0,0,8,44,1,2,1,230,168,39654.68383,0,1008,0,benign,277
0,0,12,60,0,2,0,26,0,39654.72101,1,1010,1,benign,0
0,0,8,44,1,2,1,231,169,39654.786,0,1012,0,benign,278
0,0,8,44,1,2,1,231,169,39658.15204,0,1046,0,benign,316
0,0,8,44,1,2,1,231,169,39658.15272,0,1047,0,benign,316
0,0,8,44,1,2,1,231,169,39658.15303,0,1048,0,benign,316
0,0,8,320,1,2,1,231,169,39658.15615,0,1049,0,benign,316
0,0,8,320,1,2,1,231,169,39658.15863,0,1050,0,benign,316
0,0,8,44,1,2,1,64,2,39658.15904,0,1052,0,benign,317
0,0,12,60,0,2,0,26,0,39658.2026,1,1054,1,benign,0
0,0,8,44,1,2,1,75,13,39658.20284,0,1056,0,benign,318
0,0,8,44,1,2,1,230,168,39658.25365,0,1058,0,benign,319
0,0,12,60,0,2,0,26,0,39658.30501,1,1060,1,benign,0
0,0,8,44,1,2,1,226,164,39658.35565,0,1062,0,benign,320
0,0,8,44,0,2,0,77,15,39658.37123,1,1064,1,benign,246
0,0,8,44,1,2,1,228,166,39661.72149,0,1088,0,benign,359
0,0,8,44,1,2,1,229,167,39661.77303,0,1090,0,benign,360
0,0,12,60,0,2,0,26,0,39661.78647,1,1092,1,benign,0
0,0,8,44,0,2,0,86,0,39661.83351,1,1094,1,benign,260
0,0,12,60,0,2,0,26,0,39661.88899,1,1096,1,benign,0
0,0,8,44,1,2,1,230,168,39661.92561,0,1098,0,benign,361
0,0,8,44,1,2,1,227,165,39665.34258,0,1138,0,benign,402
0,0,12,60,0,2,0,26,0,39665.37035,1,1140,1,benign,0
0,0,8,44,1,2,1,74,12,39665.39328,0,1142,0,benign,403
0,0,8,44,0,2,0,86,0,39665.42508,1,1144,1,benign,271
0,0,8,44,1,2,1,229,167,39665.44495,0,1146,0,benign,404
0,0,12,60,0,2,0,26,0,39665.47272,1,1147,1,benign,0
0,0,12,60,0,2,0,26,0,39668.85183,1,1160,1,benign,0
0,0,8,44,1,2,1,228,166,39668.86136,0,1162,0,benign,444
0,0,12,60,0,2,0,26,0,39668.95442,1,1164,1,benign,0
0,0,8,44,1,2,1,228,166,39668.9631,0,1166,0,benign,445
0,0,12,60,0,2,0,26,0,39669.05693,1,1168,1,benign,0
0,0,8,44,1,2,1,229,167,39669.06536,0,1170,0,benign,446
0,0,8,44,1,2,1,228,166,39672.43096,0,1185,0,benign,487
0,0,12,60,0,2,0,26,0,39672.4358,1,1187,1,benign,0
0,0,8,44,1,2,1,226,164,39672.53302,0,1189,0,benign,488
0,0,12,60,0,2,0,26,0,39672.5383,1,1191,1,benign,0
0,0,8,44,1,2,1,62,0,39672.60839,0,1195,0,benign,489
0,0,8,44,0,2,0,86,0,39672.60842,1,1197,1,benign,283
0,0,8,44,1,2,1,62,0,39672.62351,0,1201,0,benign,490
0,0,8,44,1,2,1,228,166,39672.63502,0,1203,0,benign,491
0,0,12,60,0,2,0,26,0,39672.6406,1,1205,1,benign,0
0,0,8,44,0,2,0,72,10,39675.98757,1,1247,1,benign,300
0,0,8,44,1,2,1,232,170,39676.0009,0,1249,0,benign,530
0,0,12,60,0,2,0,26,0,39676.01975,1,1251,1,benign,0
0,0,8,44,1,2,1,233,171,39676.10307,0,1253,0,benign,531
0,0,12,60,0,2,0,26,0,39676.12213,1,1255,1,benign,0
0,0,8,44,1,2,1,232,170,39676.20527,0,1257,0,benign,532
0,0,12,60,0,2,0,26,0,39676.22456,1,1259,1,benign,0
0,0,5,320,1,0,1,98,0,39676.62806,2,1261,2,benign,923
0,0,5,320,1,0,1,98,0,39676.6335,2,1262,2,benign,924
0,0,12,60,0,2,0,26,0,39679.60371,1,1281,1,benign,0
0,0,8,44,1,2,1,229,167,39679.62198,0,1283,0,benign,574
0,0,8,44,0,2,0,86,0,39679.62729,1,1285,1,benign,307
0,0,12,60,0,2,0,26,0,39679.70611,1,1287,1,benign,0
0,0,8,44,1,2,1,230,168,39679.72389,0,1289,0,benign,575
0,0,12,60,0,2,0,26,0,39679.80854,1,1291,1,benign,0
0,0,8,44,1,2,1,234,172,39683.19149,0,1312,0,benign,614
0,0,8,44,1,2,1,234,172,39683.19176,0,1313,0,benign,614
0,0,8,44,1,2,1,234,172,39683.1921,0,1314,0,benign,614
0,0,8,44,0,2,0,86,0,39683.2192,1,1316,1,benign,316
0,0,8,44,1,2,1,235,173,39683.29417,0,1318,0,benign,615
0,0,8,44,1,2,1,75,13,39683.29424,0,1320,0,benign,616
0,0,5,320,1,0,1,98,0,39686.70626,2,1340,2,benign,1024
0,0,5,320,1,0,1,98,0,39686.72108,2,1341,2,benign,1024
0,0,5,320,1,0,1,98,0,39686.72243,2,1342,2,benign,1024
0,0,8,44,1,2,1,227,165,39686.76159,0,1343,0,benign,657
0,0,12,60,0,2,0,26,0,39686.77162,1,1345,1,benign,0
0,0,8,44,0,2,0,86,0,39686.81823,1,1347,1,benign,326
0,0,8,44,1,2,1,227,165,39686.86359,0,1349,0,benign,658
0,0,12,60,0,2,0,26,0,39686.87414,1,1351,1,benign,0
0,0,8,44,1,2,1,75,13,39690.3314,0,1400,0,benign,699
0,0,8,44,1,2,1,227,165,39690.33157,0,1402,0,benign,700
0,0,12,60,0,2,0,26,0,39690.35559,1,1404,1,benign,0
0,0,8,44,1,2,1,226,164,39690.43345,0,1406,0,benign,701
0,0,8,44,1,2,1,226,164,39690.43346,0,1407,0,benign,701
0,0,8,44,1,2,1,226,164,39690.43382,0,1408,0,benign,701
0,0,8,44,1,2,1,226,164,39690.43438,0,1409,0,benign,701
0,0,8,44,1,2,1,226,164,39690.43475,0,1410,0,benign,701
0,0,8,44,1,2,1,226,164,39690.43512,0,1411,0,benign,701
0,0,8,320,1,2,1,226,164,39690.43756,0,1412,0,benign,701
0,0,12,60,0,2,0,26,0,39690.45809,1,1414,1,benign,0
0,0,12,60,0,2,0,26,0,39693.85413,1,1436,1,benign,0
0,0,12,60,0,2,0,26,0,39693.9039,1,1438,1,benign,0
0,0,8,44,1,2,1,237,175,39693.90392,0,1440,0,benign,742
0,0,8,44,1,2,1,238,176,39693.95201,0,1442,0,benign,743
0,0,8,44,1,2,1,238,176,39693.95228,0,1443,0,benign,743
0,0,12,60,0,2,0,26,0,39694.02132,1,1445,1,benign,0
0,0,12,60,0,2,0,26,0,39694.0706,1,1447,1,benign,0
0,0,8,44,1,2,1,235,173,39694.07067,0,1449,0,benign,744
0,0,8,44,0,2,0,86,0,39697.45242,1,1506,1,benign,361
0,0,8,44,1,2,1,232,170,39697.52204,0,1508,0,benign,786
0,0,12,60,0,2,0,26,0,39697.52356,1,1510,1,benign,0
0,0,8,44,1,2,1,232,170,39697.62426,0,1514,0,benign,788
0,0,12,60,0,2,0,26,0,39697.62591,1,1516,1,benign,0
0,0,8,44,0,2,0,86,0,39697.66779,1,1518,1,benign,363
0,0,8,44,0,2,0,86,0,39697.66804,1,1519,1,benign,363
0,0,8,44,1,2,1,235,173,39701.04063,0,1561,0,benign,828
0,0,8,44,1,2,1,236,174,39701.14272,0,1563,0,benign,829
0,0,8,44,1,2,1,236,174,39701.14298,0,1564,0,benign,829
0,0,12,60,0,2,0,26,0,39701.21009,1,1566,1,benign,0
0,0,8,44,1,2,1,236,174,39701.24465,0,1568,0,benign,830
0,0,12,60,0,2,0,26,0,39704.58915,1,1598,1,benign,0
0,0,8,44,1,2,1,239,177,39704.66181,0,1600,0,benign,871
0,0,12,60,0,2,0,26,0,39704.69146,1,1602,1,benign,0
0,0,8,44,1,2,1,239,177,39704.76387,0,1604,0,benign,872
0,0,12,60,0,2,0,26,0,39704.79391,1,1606,1,benign,0
0,0,8,44,0,2,0,86,0,39704.808,1,1608,1,benign,381
0,0,12,60,0,2,0,26,0,39708.17302,1,1664,1,benign,0
0,0,8,44,1,2,1,238,176,39708.18131,0,1666,0,benign,912
0,0,12,60,0,2,0,26,0,39708.27565,1,1668,1,benign,0
0,0,8,44,1,2,1,238,176,39708.28343,0,1670,0,benign,913
0,0,12,60,0,2,0,26,0,39708.37803,1,1672,1,benign,0
0,0,8,44,1,2,1,75,13,39708.38534,0,1674,0,benign,914
0,0,8,44,1,2,1,238,176,39708.38553,0,1676,0,benign,915
0,0,8,0,1,0,1,104,0,43348.81374,5,306,5,benign,50
0,0,5,320,1,0,1,98,0,43355.88829,1,500,1,benign,121
0,0,5,320,1,0,1,98,0,43355.91287,1,501,1,benign,122
0,0,12,60,0,2,0,26,0,43359.05185,2,617,2,benign,0
0,0,12,60,0,2,0,26,0,43359.15414,2,627,2,benign,0
0,0,12,60,0,2,0,26,0,43362.53329,2,668,2,benign,0
0,0,12,60,0,2,0,26,0,43362.63564,2,674,2,benign,0
0,0,12,60,0,2,0,26,0,43362.73808,2,676,2,benign,0
0,0,12,60,0,2,0,26,0,43366.11735,2,690,2,benign,0
0,0,5,320,1,0,1,98,0,43366.14346,4,692,4,benign,230
0,0,5,320,1,0,1,98,0,43366.14504,4,693,4,benign,230
0,0,5,320,1,0,1,98,0,43366.14638,4,694,4,benign,230
0,0,12,60,0,2,0,26,0,43366.21963,2,695,2,benign,0
0,0,5,320,1,0,1,98,0,43366.23966,4,697,4,benign,232
0,0,5,320,1,0,1,98,0,43366.24306,4,699,4,benign,233
0,0,5,320,1,0,1,98,0,43366.24442,4,701,4,benign,233
0,0,8,44,0,2,0,86,0,43366.2597,2,703,2,benign,142
0,0,8,44,0,2,0,86,0,43366.25998,2,705,2,benign,143
0,0,8,44,0,2,0,86,0,43366.26014,2,707,2,benign,144
0,0,8,44,0,2,0,86,0,43366.2604,2,709,2,benign,145
0,0,8,44,0,2,0,86,0,43366.26042,2,711,2,benign,146
0,0,12,60,0,2,0,26,0,43366.32202,2,713,2,benign,0
0,0,8,44,1,2,1,227,165,43369.69162,1,907,1,benign,29
0,0,12,60,0,2,0,26,0,43369.70118,2,909,2,benign,0
0,0,8,44,1,2,1,227,165,43369.79385,1,911,1,benign,30
0,0,8,44,1,2,1,228,166,43369.89589,1,921,1,benign,31
0,0,8,44,1,2,1,74,12,43369.89592,1,923,1,benign,32
0,0,12,60,0,2,0,26,0,43369.906,2,925,2,benign,0
0,0,12,60,0,2,0,26,0,43373.28536,2,937,2,benign,0
0,0,8,44,1,2,1,229,167,43373.31264,1,939,1,benign,70
0,0,12,60,0,2,0,26,0,43373.38778,2,941,2,benign,0
0,0,8,44,1,2,1,227,165,43373.41466,1,943,1,benign,71
0,0,8,44,1,2,1,227,165,43376.8313,1,970,1,benign,112
0,0,8,44,1,2,1,62,0,43376.85253,1,974,1,benign,113
0,0,8,44,1,2,1,62,0,43376.85282,1,975,1,benign,113
0,0,8,44,1,2,1,62,0,43376.85311,1,976,1,benign,113
0,0,8,44,1,2,1,227,165,43376.93328,1,978,1,benign,114
0,0,12,60,0,2,0,26,0,43376.97169,2,980,2,benign,0
0,0,8,44,1,2,1,228,166,43377.03525,1,985,1,benign,115
0,0,8,320,1,2,1,229,167,43379.74291,1,1033,1,benign,146
0,0,8,320,1,2,1,229,167,43379.74527,1,1034,1,benign,146
0,0,8,320,1,2,1,229,167,43379.75485,1,1035,1,benign,146
0,0,8,320,1,2,1,229,167,43379.7575,1,1036,1,benign,146
0,0,12,60,0,2,0,26,0,43380.45307,2,1045,2,benign,0
0,0,12,60,0,2,0,26,0,43380.45323,2,1046,2,benign,0
0,0,12,60,0,2,0,26,0,43380.55591,2,1048,2,benign,0
0,0,8,44,1,2,1,228,166,43380.55593,1,1050,1,benign,155
0,0,8,44,1,2,1,229,167,43383.97094,1,1077,1,benign,196
0,0,8,44,1,2,1,231,169,43384.07304,1,1079,1,benign,197
0,0,12,60,0,2,0,26,0,43384.1396,2,1081,2,benign,0
0,0,8,44,1,2,1,231,169,43384.17497,1,1083,1,benign,198
0,0,5,320,1,0,1,98,0,43387.51979,4,1095,4,benign,449
0,0,5,320,1,0,1,98,0,43387.52113,4,1096,4,benign,449
0,0,5,320,1,0,1,98,0,43387.52247,4,1097,4,benign,449
0,0,12,60,0,2,0,26,0,43387.5226,2,1098,2,benign,0
0,0,8,44,1,2,1,233,171,43387.59218,1,1099,1,benign,236
0,0,12,60,0,2,0,26,0,43387.62104,2,1101,2,benign,0
0,0,8,44,1,2,1,75,13,43387.64276,1,1104,1,benign,237
0,0,8,44,1,2,1,232,170,43387.69421,1,1106,1,benign,238
0,0,12,60,0,2,0,26,0,43387.7277,2,1108,2,benign,0
0,0,12,60,0,2,0,26,0,43391.10247,2,1122,2,benign,0
