timestamp_c,frame.number,frame.len,frame.protocols,wlan.duration,wlan.ra,wlan.ta,wlan.da,wlan.sa,wlan.bssid,wlan.frag,wlan.seq,llc.type,ip.hdr_len,ip.len,ip.id,ip.flags,ip.ttl,ip.proto,ip.src,ip.dst,tcp.srcport,tcp.dstport,tcp.seq_raw,tcp.ack_raw,tcp.hdr_len,tcp.flags,tcp.window_size,tcp.options,udp.srcport,udp.dstport,udp.length,data.data,data.len,wlan.fc.type,wlan.fc.subtype,time_since_last_packet,class
45906.00567,457,98,0,320,2,1,2,1,0,0,507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.461136,benign
45908.96433,475,227,3,44,0,1,0,1,0,0,465,2048,20,193,459,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,173,44,165,2,8,2.958663,benign
45908.96527,476,227,3,44,0,1,0,1,0,0,465,2048,20,193,459,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,173,44,165,2,8,0.000944,benign
45908.97014,478,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.004863,benign
45909.02443,480,77,3,44,1,0,1,0,0,0,287,2048,20,43,5193,0,128,17,2,1,0,0,0,0,0,0,0,0,8889,8889,23,3,15,2,8,0.054299,benign
45909.06711,482,227,3,44,0,1,0,1,0,0,466,2048,20,193,460,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,173,43,165,2,8,0.042671,benign
45909.07246,484,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.005356,benign
45912.48187,499,75,3,44,0,1,0,1,0,0,505,2048,20,41,499,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,21,61,13,2,8,3.409409,benign
45912.48207,501,229,3,44,0,1,0,1,0,0,506,2048,20,195,500,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,50,167,2,8,0.000198,benign
45912.51131,503,86,2,44,1,0,1,0,0,0,296,2048,20,52,45885,64,128,6,2,5,56956,53,1951022413,0,32,2,64240,1,0,0,0,0,0,2,8,0.029243,benign
45912.52536,505,86,2,44,1,0,1,0,0,0,297,2048,20,52,31430,64,128,6,2,4,62762,53,769805362,0,32,2,64240,1,0,0,0,0,0,2,8,0.014053,benign
45912.55401,507,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.028649,benign
45912.58399,509,229,3,44,0,1,0,1,0,0,507,2048,20,195,501,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,51,167,2,8,0.029974,benign
45912.58425,510,229,3,44,0,1,0,1,0,0,507,2048,20,195,501,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,51,167,2,8,0.000258,benign
45912.63534,512,74,3,44,0,1,0,1,0,0,508,2048,20,40,502,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,20,56,12,2,8,0.05109,benign
45912.65643,514,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.021099,benign
45912.68913,516,229,3,44,0,1,0,1,0,0,509,2048,20,195,503,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,49,167,2,8,0.032697,benign
45912.71395,520,62,1,44,0,1,0,1,0,0,510,2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0.024815,benign
45912.71411,522,86,2,44,1,0,1,0,0,0,299,2048,20,52,45886,64,128,6,2,5,49955,53,1124614365,0,32,2,64240,1,0,0,0,0,0,2,8,0.000162,benign
45916.10416,539,228,3,44,0,1,0,1,0,0,551,2048,20,194,543,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,174,47,166,2,8,3.390048,benign
45916.10417,540,228,3,44,0,1,0,1,0,0,551,2048,20,194,543,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,174,47,166,2,8,1.60E-05,benign
45916.10446,541,228,3,44,0,1,0,1,0,0,551,2048,20,194,543,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,174,47,166,2,8,0.000284,benign
45916.10479,542,228,3,44,0,1,0,1,0,0,551,2048,20,194,543,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,174,47,166,2,8,0.000337,benign
45916.10511,543,228,3,44,0,1,0,1,0,0,551,2048,20,194,543,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,174,47,166,2,8,0.000314,benign
45916.1058,544,228,3,44,0,1,0,1,0,0,551,2048,20,194,543,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,174,47,166,2,8,0.00069,benign
45916.10817,545,228,3,320,0,1,0,1,0,0,551,2048,20,194,543,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,174,47,166,2,8,0.002377,benign
45916.11057,546,228,3,320,0,1,0,1,0,0,551,2048,20,194,543,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,174,47,166,2,8,0.002393,benign
45916.11292,547,228,3,320,0,1,0,1,0,0,551,2048,20,194,543,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,174,47,166,2,8,0.002356,benign
45916.13804,549,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.025119,benign
45916.20594,551,227,3,44,0,1,0,1,0,0,552,2048,20,193,544,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,173,48,165,2,8,0.067899,benign
45919.61986,587,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,3.413918,benign
45919.67377,589,234,3,44,0,1,0,1,0,0,594,2048,20,200,585,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,180,53,172,2,8,0.05391,benign
45919.70287,591,72,3,44,1,0,1,0,0,0,318,2048,20,38,5197,0,128,17,2,1,0,0,0,0,0,0,0,0,8889,8889,18,2,10,2,8,0.029103,benign
45919.72193,593,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.019055,benign
45919.74865,595,86,2,44,1,0,1,0,0,0,319,2048,20,52,45901,64,128,6,2,5,49955,53,1124614365,0,32,2,64240,1,0,0,0,0,0,2,8,0.026727,benign
45919.77573,597,233,3,44,0,1,0,1,0,0,595,2048,20,199,586,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,179,52,171,2,8,0.027079,benign
45923.20347,623,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,3.427741,benign
45923.29487,625,234,3,44,0,1,0,1,0,0,635,2048,20,200,626,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,180,45,172,2,8,0.091394,benign
45923.3059,627,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.011027,benign
45923.32446,629,86,2,44,1,0,1,0,0,0,328,2048,20,52,31438,64,128,6,2,4,49413,53,4105457409,0,32,2,64240,1,0,0,0,0,0,2,8,0.018563,benign
45923.39684,631,233,3,44,0,1,0,1,0,0,636,2048,20,199,627,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,179,46,171,2,8,0.072385,benign
45923.40829,633,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.011449,benign
45926.20556,644,235,3,320,0,1,0,1,0,0,669,2048,20,201,660,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,181,39,173,2,8,2.797272,benign
45926.78765,646,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.582085,benign
45926.81316,648,236,3,44,0,1,0,1,0,0,677,2048,20,202,668,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,182,35,174,2,8,0.025506,benign
45926.89001,650,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.076856,benign
45926.91187,652,86,2,44,1,0,1,0,0,0,337,2048,20,52,45902,64,128,6,2,5,64337,53,31227560,0,32,2,64240,1,0,0,0,0,0,2,8,0.021859,benign
45926.91519,654,235,3,44,0,1,0,1,0,0,678,2048,20,201,669,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,181,38,173,2,8,0.003321,benign
45930.37167,668,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,3.456481,benign
45930.38262,670,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.010949,benign
45930.49801,672,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.115391,benign
45930.49804,674,229,3,44,0,1,0,1,0,0,718,2048,20,195,708,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,25,167,2,8,3.20E-05,benign
45930.4983,676,64,3,44,0,1,0,1,0,0,719,2048,20,30,709,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8889,10,54,2,2,8,0.000257,benign
45930.4985,678,227,3,44,0,1,0,1,0,0,720,2048,20,193,710,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,173,26,165,2,8,0.000198,benign
45930.49865,680,75,3,44,0,1,0,1,0,0,721,2048,20,41,711,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,21,62,13,2,8,0.000149,benign
45933.9032,691,231,3,44,0,1,0,1,0,0,759,2048,20,197,749,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,177,30,169,2,8,3.404553,benign
45934.00493,693,230,3,44,0,1,0,1,0,0,760,2048,20,196,750,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,32,168,2,8,0.101725,benign
45934.10688,695,230,3,44,0,1,0,1,0,0,761,2048,20,196,751,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,31,168,2,8,0.101958,benign
45937.47371,712,232,3,44,0,1,0,1,0,0,801,2048,20,198,791,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,178,24,170,2,8,3.366826,benign
45937.5249,714,75,3,44,0,1,0,1,0,0,802,2048,20,41,792,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,21,63,13,2,8,0.051193,benign
45937.53931,716,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.014405,benign
45937.54829,718,86,2,44,1,0,1,0,0,0,371,2048,20,52,31454,64,128,6,2,4,56398,53,1418066172,0,32,2,64240,1,0,0,0,0,0,2,8,0.008986,benign
45937.64192,720,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.093624,benign
45937.65596,722,62,1,44,1,0,1,0,0,0,372,2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0.014043,benign
45937.65656,724,62,1,44,0,1,0,1,0,0,804,2054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0.000599,benign
45937.67765,726,233,3,44,0,1,0,1,0,0,805,2048,20,199,794,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,179,10,171,2,8,0.021094,benign
45941.02093,736,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,3.343273,benign
45941.0948,738,236,3,44,0,1,0,1,0,0,846,2048,20,202,835,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,182,9,174,2,8,0.073869,benign
45941.12334,740,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.02854,benign
45941.19678,742,235,3,44,0,1,0,1,0,0,847,2048,20,201,836,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,181,8,173,2,8,0.073444,benign
45941.22564,744,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.028855,benign
45944.60491,772,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,3.379275,benign
45944.61337,774,234,3,44,0,1,0,1,0,0,887,2048,20,200,876,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,180,6,172,2,8,0.008457,benign
45944.66457,776,74,3,44,0,1,0,1,0,0,888,2048,20,40,877,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,20,57,12,2,8,0.0512,benign
45944.70729,778,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.042725,benign
45944.71538,780,234,3,44,0,1,0,1,0,0,889,2048,20,200,878,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,180,7,172,2,8,0.008092,benign
45944.80981,782,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.094425,benign
45944.81737,784,234,3,44,0,1,0,1,0,0,890,2048,20,200,879,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,180,5,172,2,8,0.007559,benign
45948.18961,815,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,3.372246,benign
45948.29117,818,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.101553,benign
45948.33636,820,235,3,44,0,1,0,1,0,0,930,2048,20,201,918,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,181,4,173,2,8,0.045197,benign
45948.39359,822,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.057223,benign
45968.26526,50,24,0,0,1,1,1,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,benign
45968.26556,51,24,0,0,1,1,1,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.000296,benign
45969.94145,61,104,0,0,4,1,4,1,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1.675892,benign
45984.95224,105,98,0,320,3,1,3,1,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15.010788,benign
45984.95337,106,98,0,320,3,1,3,1,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.00113,benign
45984.9547,107,98,0,320,3,1,3,1,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.001329,benign
45988.54586,133,98,0,320,2,1,2,1,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3.591166,benign
45988.54718,134,98,0,320,2,1,2,1,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.001323,benign
45988.54853,135,98,0,320,2,1,2,1,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.001345,benign
45998.62489,176,98,0,320,2,1,2,1,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10.076361,benign
46006.00127,209,98,0,320,3,1,3,1,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7.376379,benign
46006.00259,210,98,0,320,3,1,3,1,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.001324,benign
46006.0966,211,98,0,320,3,1,3,1,0,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.094002,benign
46006.60107,213,98,0,320,0,1,0,1,0,0,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.504471,benign
46009.98023,229,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,3.379164,benign
46010.08157,231,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.10134,benign
46013.51907,283,226,2,44,0,1,0,1,0,0,41,2048,20,192,39,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,172,103,164,2,8,3.4375,benign
46013.56383,285,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.044764,benign
46013.61747,292,227,2,44,0,1,0,1,0,0,42,2048,20,193,40,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,173,102,165,2,8,0.053632,benign
46013.66552,294,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.048058,benign
46013.71943,304,227,2,44,0,1,0,1,0,0,43,2048,20,193,41,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,173,101,165,2,8,0.05391,benign
46017.08513,317,227,2,44,0,1,0,1,0,0,84,2048,20,193,81,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,173,100,165,2,8,3.365693,benign
46017.08537,318,227,2,44,0,1,0,1,0,0,84,2048,20,193,81,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,173,100,165,2,8,0.00024,benign
46017.08571,319,227,2,44,0,1,0,1,0,0,84,2048,20,193,81,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,173,100,165,2,8,0.000339,benign
46017.08604,320,227,2,44,0,1,0,1,0,0,84,2048,20,193,81,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,173,100,165,2,8,0.000332,benign
46017.08936,321,227,2,320,0,1,0,1,0,0,84,2048,20,193,81,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,173,100,165,2,8,0.003326,benign
46017.09178,322,227,2,320,0,1,0,1,0,0,84,2048,20,193,81,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,173,100,165,2,8,0.002411,benign
46017.14803,324,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.056259,benign
46017.18704,326,227,2,44,0,1,0,1,0,0,85,2048,20,193,82,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,173,98,165,2,8,0.039008,benign
46017.19725,328,86,1,44,1,0,1,0,0,0,148,2048,20,52,31481,64,128,6,2,3,50361,53,156078151,0,32,2,64240,1,0,0,0,0,0,2,8,0.010204,benign
46017.25267,330,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.055419,benign
46017.28904,332,225,2,44,0,1,0,1,0,0,86,2048,20,191,83,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,171,99,163,2,8,0.036372,benign
46017.28932,333,225,2,44,0,1,0,1,0,0,86,2048,20,191,83,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,171,99,163,2,8,0.00028,benign
46020.65596,373,86,1,44,1,0,1,0,0,0,168,2048,20,52,31493,64,128,6,2,3,52194,53,2536397018,0,32,2,64240,1,0,0,0,0,0,2,8,3.366644,benign
46020.73103,376,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.075071,benign
46020.80793,378,75,2,44,0,1,0,1,0,0,125,2048,20,41,122,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,21,150,13,2,8,0.076901,benign
46020.80795,379,75,2,44,0,1,0,1,0,0,125,2048,20,41,122,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,21,150,13,2,8,1.20E-05,benign
46020.80826,380,75,2,44,0,1,0,1,0,0,125,2048,20,41,122,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,21,150,13,2,8,0.000318,benign
46020.80854,381,75,2,44,0,1,0,1,0,0,125,2048,20,41,122,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,21,150,13,2,8,0.000278,benign
46020.80884,382,75,2,44,0,1,0,1,0,0,125,2048,20,41,122,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,21,150,13,2,8,0.000298,benign
46020.80951,384,226,2,44,0,1,0,1,0,0,126,2048,20,192,123,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,172,97,164,2,8,0.000674,benign
46020.83343,386,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.023916,benign
46020.85497,388,86,1,44,1,0,1,0,0,0,169,2048,20,52,31494,64,128,6,2,3,64895,53,2985231485,0,32,2,64240,1,0,0,0,0,0,2,8,0.02154,benign
46024.21261,412,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,3.357637,benign
46024.27704,417,226,2,44,0,1,0,1,0,0,167,2048,20,192,163,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,172,95,164,2,8,0.064431,benign
46024.315,419,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.037961,benign
46024.379,421,227,2,44,0,1,0,1,0,0,168,2048,20,193,164,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,173,96,165,2,8,0.063997,benign
46024.41746,423,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.038464,benign
46024.44679,425,86,1,44,1,0,1,0,0,0,221,2048,20,52,31497,64,128,6,2,3,61243,53,804190454,0,32,2,64240,1,0,0,0,0,0,2,8,0.029331,benign
46027.30673,434,98,0,320,3,1,3,1,0,0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.859935,benign
46027.30807,435,98,0,320,3,1,3,1,0,0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.001344,benign
46027.40368,436,98,0,320,3,1,3,1,0,0,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.095607,benign
46027.40707,437,98,0,320,3,1,3,1,0,0,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.003398,benign
46027.50064,438,98,0,320,3,1,3,1,0,0,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.093563,benign
46027.5016,439,98,0,320,3,1,3,1,0,0,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.000961,benign
46027.79656,440,228,2,44,0,1,0,1,0,0,207,2048,20,194,203,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,174,110,166,2,8,0.294966,benign
46027.79673,442,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.000169,benign
46027.84759,444,75,2,44,0,1,0,1,0,0,208,2048,20,41,204,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,21,151,13,2,8,0.050857,benign
46027.85187,446,86,1,44,1,0,1,0,0,0,229,2048,20,52,45960,64,128,6,2,4,61978,53,1374205212,0,32,2,64240,1,0,0,0,0,0,2,8,0.004276,benign
46027.89916,448,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.047297,benign
46027.8994,450,231,2,44,0,1,0,1,0,0,209,2048,20,197,205,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,177,123,169,2,8,0.000232,benign
46028.00135,452,233,2,44,0,1,0,1,0,0,210,2048,20,199,206,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,179,124,171,2,8,0.10195,benign
46028.00153,454,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.000187,benign
46031.36653,471,230,2,44,0,1,0,1,0,0,250,2048,20,196,246,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,176,118,168,2,8,3.365,benign
46031.38053,473,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.014001,benign
46031.46869,475,229,2,44,0,1,0,1,0,0,251,2048,20,195,247,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,175,119,167,2,8,0.088159,benign
46031.48441,477,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.01572,benign
46031.57072,479,227,2,44,0,1,0,1,0,0,252,2048,20,193,248,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,173,120,165,2,8,0.086309,benign
46031.58531,481,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.014586,benign
46034.96467,490,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,3.379361,benign
46034.98825,492,233,2,44,0,1,0,1,0,0,293,2048,20,199,288,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,179,122,171,2,8,0.023579,benign
46034.98849,493,233,2,44,0,1,0,1,0,0,293,2048,20,199,288,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,179,122,171,2,8,0.000243,benign
46034.98886,494,233,2,44,0,1,0,1,0,0,293,2048,20,199,288,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,179,122,171,2,8,0.00037,benign
46035.03902,496,74,2,44,0,1,0,1,0,0,294,2048,20,40,289,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8899,20,145,12,2,8,0.050158,benign
46035.06708,498,26,0,60,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0.028064,benign
46035.06992,500,86,1,44,1,0,1,0,0,0,255,2048,20,52,45976,64,128,6,2,4,57436,53,3725284075,0,32,2,64240,1,0,0,0,0,0,2,8,0.002839,benign
46035.09023,502,231,2,44,0,1,0,1,0,0,295,2048,20,197,290,0,255,17,1,2,0,0,0,0,0,0,0,0,8889,8890,177,121,169,2,8,0.020306,benign
